,ID,Temp,Lineage,OE_strain,Inoculation,Into_pint,Bleed_stage.x,Bleed_date.x,Death_date,Pupation_date,Eclosion_date,Surv_pupa,Surv_adult,Wing_deformity,Adult_death_date,Sex,Infection_status,OE_score,Dev_pupa,Dev_adult,Adult_longevity,NOTES,Bleed_date.y,Who,Bleed_stage.y,Mass,AvgHemo,Hemo_ul,LogHemo,PropPlasm,PropOeno,Initials,Date,AvgOE_count,Spore_load,logSpore_load,Area,Length,Breadth,AspectRatio,FinalAbsorbance,PropSpher,PropGran
363,363,18,B,control,6/3/2019,6/4/2019,None,NA,NA,6/23/2019,7/13/2019,1,1,0,8/4/2019,F,0,0,20,40,22,adult death might be off<U+0080>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.68,51.5,26.99,1.91,NA,NA,NA
364,364,18,B,control,6/3/2019,6/5/2019,Larva,6/18/2019,NA,6/21/2019,7/12/2019,1,1,0,7/28/2019,F,0,0,18,39,16,"did not finish inoculum, probs 0 pup score",6/18/2019,IR,Larva,1.2548,127.5,1276,3.105850674,0.281553398,0.058252427,NA,NA,NA,NA,NA,757.11,47.26,24.49,1.93,1.938,0.126213592,0.533980583
365,365,18,B,control,6/3/2019,6/5/2019,Pupa,7/3/2019,NA,6/22/2019,7/12/2019,1,1,0,7/24/2019,F,0,0,19,39,12,did not eat inoculum; wing kinked as put into envelope; Wing deformity = 0,7/3/2019,IR,Pupa,1.2337,6.625,67.25,1.827692289,NA,NA,NA,NA,NA,NA,NA,810.81,48.98,25.68,1.91,2.528,NA,NA
366,366,18,B,control,5/31/2019,6/1/2019,None,NA,NA,6/19/2019,7/12/2019,1,1,3,7/26/2019,M,0,0,19,42,14,struggled to eclose; fell from top with pupal case still attached,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,367,18,B,control,5/31/2019,6/3/2019,Larva,6/16/2019,7/11/2019,6/20/2019,NA,1,0,NA,NA,NA,NA,NA,20,NA,NA,black pupa,6/16/2019,MRS,Larva,1.0577,158.25,1583.5,3.199618068,0.325757576,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,0.5
368,368,18,B,control,5/31/2019,6/3/2019,Pupa,NA,6/5/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death as 2nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,369,18,B,control,5/31/2019,6/3/2019,None,NA,NA,6/19/2019,7/10/2019,1,1,0,8/2/2019,M,0,0,19,40,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807.12,48.88,25.78,1.9,NA,NA,NA
370,370,18,B,control,5/31/2019,6/3/2019,None,NA,NA,6/20/2019,7/10/2019,1,1,0,8/5/2019,M,0,0,20,40,26,adult death might be off<U+0080>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.51,52.2,26.75,1.95,NA,NA,NA
371,371,18,B,E3,6/3/2019,6/5/2019,Pupa,7/1/2019,NA,6/20/2019,7/9/2019,1,1,0,7/14/2019,F,1,5,17,36,5,did not finish inoculum,7/1/2019,MRS,Pupa,1.2929,5.25,53.5,1.728353782,NA,NA,CB,9/5/2019,27.25,1362501,6.13433683,838.08,49.31,26.33,1.87,2.392,NA,NA
372,372,18,B,E3,6/6/2019,6/7/2019,None,NA,NA,6/22/2019,7/13/2019,1,1,0,7/28/2019,M,1,5,16,37,15,"replaced inoculation caterpillar/ DUPLICATE- one pupated on 6/21, eclosed 7/12, M, not infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,9/5/2019,4.45,222501,5.347331967,822.47,49.06,26.16,1.88,NA,NA,NA
373,373,18,B,E3,6/6/2019,6/4/2019,Larva,6/17/2019,NA,6/20/2019,7/10/2019,1,1,0,7/19/2019,F,1,5,14,34,9,NA,6/17/2019,IR,Larva,1.2221,105.375,1054.75,3.023149534,0.186915888,0.08411215,IR,9/5/2019,9.15,457501,5.660392048,724.15,45.2,24.79,1.82,2.4,0.121495327,0.607476636
374,374,18,B,E3,6/6/2019,6/5/2019,Pupa,7/1/2019,NA,6/20/2019,7/9/2019,1,1,1,7/20/2019,F,1,5,14,33,11,NA,7/1/2019,IR,Pupa,1.3725,16.125,162.25,2.210184705,NA,NA,IR,9/5/2019,10.2,510001,5.707571028,801.29,47.79,25.68,1.86,2.003,NA,NA
375,375,18,B,E3,6/6/2019,6/8/2019,None,NA,NA,6/25/2019,7/14/2019,1,1,0,7/25/2019,F,1,5,19,38,11,"replaced inoculation caterpillar/ DUPLICATE- one pupated on 6/21, eclosed 7/11, M, not infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/9/2019,4,200001,5.301032167,864.33,51.56,26.4,1.95,NA,NA,NA
376,376,18,B,E3,6/3/2019,6/5/2019,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"did not finish inoculum, probs 0 pup score-- was not infected (data maintained in version from 7/18), adult death: 8/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.56,50.21,26.91,1.87,NA,NA,NA
377,377,18,B,E3,6/3/2019,6/5/2019,None,NA,NA,6/20/2019,7/10/2019,1,1,0,7/18/2019,M,1,5,17,37,8,did not finish inoculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/9/2019,13.8,690001,5.83884972,907.92,50.87,27.62,1.84,NA,NA,NA
378,378,18,B,E3,6/6/2019,6/7/2019,None,NA,NA,6/22/2019,7/12/2019,1,1,0,7/19/2019,F,1,5,16,36,7,replaced inoculated caterpillar; duplicate death as 2nd instar on 6/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,9/5/2019,14.85,742501,5.870697043,795.41,49.24,25.12,1.96,NA,NA,NA
379,379,18,B,E3,6/3/2019,6/5/2019,Larva,6/18/2019,NA,6/22/2019,7/12/2019,1,1,0,7/21/2019,M,1,5,19,39,9,did not finish inoculum; did not have tubercles when bled,6/18/2019,IR,Larva,1.2814,72.75,728.5,2.862429556,0.122641509,0.094339623,IR,9/9/2019,8.4,420001,5.623250324,824.77,49.02,25.92,1.89,2.101,0.226415094,0.556603774
380,380,18,B,E3,6/3/2019,6/5/2019,None,NA,NA,6/19/2019,7/9/2019,1,1,0,7/18/2019,F,1,5,16,36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,9/9/2019,17.6,880001,5.944483166,797.93,47.93,25.75,1.86,NA,NA,NA
381,381,18,B,E10,6/2/2019,6/3/2019,None,NA,NA,6/20/2019,7/10/2019,1,1,0,7/21/2019,M,1,5,18,38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,10/3/2019,20.95,1047501,6.020154446,924.1,51.66,27.29,1.89,NA,NA,NA
382,382,18,B,E10,6/2/2019,6/4/2019,Larva,6/14/2019,6/20/2019,6/18/2019,NA,1,0,NA,NA,NA,NA,NA,16,NA,NA,dead black pupa,6/14/2019,IR,Larva,1.0915,169,1691,3.228143608,0.470588235,0.009803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.048,0.068627451,0.450980392
383,383,18,B,E10,6/2/2019,6/4/2019,Larva,6/16/2019,NA,6/19/2019,7/10/2019,1,1,0,7/18/2019,F,1,5,17,38,8,NA,6/16/2019,IR,Larva,1.3692,296.625,2967.25,3.472354139,0.333333333,0.074074074,CB,10/3/2019,11.05,552501,5.742333068,821.69,48.69,26.12,1.86,2.245,0.111111111,0.481481481
384,384,18,B,E10,6/2/2019,6/4/2019,Larva,6/15/2019,6/16/2019,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,death as 4th,6/15/2019,IR,Larva,1.1188,125.875,1259.75,3.100284367,0.295238095,0.038095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.187,0.123809524,0.542857143
385,385,18,B,E10,6/2/2019,6/4/2019,None,NA,NA,6/21/2019,7/13/2019,1,1,NA,7/30/2019,NA,1,NA,19,41,17,failed to fully eclose,NA,NA,NA,NA,NA,NA,NA,NA,NA,IR,9/9/2019,20.375,1018751,6.008068048,NA,NA,NA,NA,NA,NA,NA
